"Identificador","Fecha reporte","Localidad","Barrio","Upz","Dirección","Tipo de afectación","Factor Humano"
"5408035","12/9/2022","16 Puente Aranda","PRIMAVERA","N/A","CL 3C 40C 40C","Daño en redes de servicio públicos alcantarillado","Si"
"5408036","12/9/2022","12 Barrios Unidos","LA CASTELLANA","N/A","KR 49 91 07","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408037","12/9/2022","7 Bosa","OLARTE","N/A","CL 55A SUR 71D 87","Daño en redes de servicio públicos acueducto","Si"
"5408038","12/9/2022","11 Suba","LA SULTANA","N/A","CL 131A 59B (91)","Caida de árbol","No"
"5408039","12/9/2022","1 Usaquen","LA EMILIA","N/A","KR 12C 151 35","Caida de árbol - Caída de ramas","No"
"5408040","12/9/2022","4 San Cristobal","BELLA VISTA","N/A","AV 1 DE MAYO SUR 1 40 ESTE","Daño en redes de servicio públicos acueducto","Si"
"5408041","12/9/2022","12 Barrios Unidos","PARQUE POPULAR EL SALITRE","N/A","CL 63 60 80","Caida de árbol","No"
"5408042","12/9/2022","13 Teusaquillo","FLORIDA - PANAMERICANO","N/A","KR 30 25 90","Caida de árbol","No"
"5408043","12/9/2022","2 Chapinero","SAN MARTIN DE PORRES","N/A","KR 3 B ESTE 46 B","Accidente de tránsito","No"
"5408044","12/9/2022","11 Suba","PARQUES DEL CAMPO","N/A","CL 144 127F 7","Caida de árbol","No"
"5408045","12/9/2022","10 Engativa","EL MANANTIAL","N/A","TV 71 BIS 75A 46","Daño en redes de servicio públicos energía","Si"
"5408046","12/9/2022","8 Kennedy","PATIO BONITO II SECTOR","N/A","CL 5 87 6","Daño en redes de servicio públicos energía","Si"
"5408047","12/9/2022","4 San Cristobal","LA BELLEZA","N/A","KR 10A ESTE 62 SUR 92","Daño en redes de servicio públicos energía","Si"
"5408048","12/9/2022","12 Barrios Unidos","JOSE JOAQUIN VARGAS","22 Doce de Octubre","CL 66C 61 1","Animales Peligrosos","No"
"5408049","12/9/2022","7 Bosa","PIAMONTE I ETAPA","N/A","TV 78L 68 SUR 15","Daño en redes de servicio públicos alcantarillado","Si"
"5408050","12/9/2022","19 Ciudad Bolivar","ISMAEL PERDOMO","N/A","KR 71 62A SUR 25","Daño en redes de servicio públicos gas","Si"
"5408051","12/9/2022","9 Fontibon","EL CHARCO (RURAL)","N/A","KR 128 15A 11","Incendio Estructuras","Si"
"5408052","12/9/2022","9 Fontibon","KASANDRA","N/A","DG 14D BIS A 136 0","Caida de árbol","No"
"5408053","12/9/2022","11 Suba","NIZA SUR","N/A","TV 60 125 1","Daño en redes de servicio públicos acueducto","Si"
"5408054","12/9/2022","18 Rafael Uribe Uribe","MOLINOS","N/A","KR 6A 49D SUR 48","Daño en redes de servicio públicos energía","Si"
"5408055","12/9/2022","19 Ciudad Bolivar","VILLAS DEL PROGRESO","N/A","CL 72B SUR 21B 06 LT-02 MZ-4","Fenómeno de Remoción en Masa","No"
"5408056","12/9/2022","8 Kennedy","RENANIA","N/A","CL 42B SUR 72H 88","Conato de incendio","Si"
"5408057","12/9/2022","16 Puente Aranda","SALAZAR GOMEZ","N/A","KR 56 9 36","Animales Peligrosos","No"
"5408058","12/9/2022","8 Kennedy","EL AMPARO","N/A","KR 84 42A SUR 38","Conato de incendio","Si"
"5408059","12/9/2022","11 Suba","CASABLANCA SUBA","N/A","AC 145 76 86","Caida de árbol","No"
"5408060","12/9/2022","15 Antonio Nariño","SANTANDER NORTE","N/A","CL 19 SUR 27 87","Animales Peligrosos","No"
"5408061","12/9/2022","5 Usme","EL PORVENIR II SECTOR","N/A","KR 7A 65F SUR 65","Animales Peligrosos","No"
"5408062","12/9/2022","1 Usaquen","EL VERBENAL I","N/A","KR 17B 187 0","Animales Peligrosos","No"
"5408063","12/9/2022","19 Ciudad Bolivar","JUAN PABLO II","N/A","KR 18Q 68B SUR 7","Daño en redes de servicio públicos gas","Si"
"5408064","12/9/2022","9 Fontibon","MODELIA","N/A","CL 25B 72 80","Daño en redes de servicio públicos gas","Si"
"5408065","12/9/2022","6 Tunjuelito","NUEVO MUZU II SECTOR 1 A ETAPA","N/A","TV 60 52B SUR 49","Quemas - Basuras","Si"
"5408066","12/9/2022","12 Barrios Unidos","LA PAZ","N/A","AK 30 67 0","Derrame de aceite o gasolina en vía pública","Si"
"5408067","12/9/2022","18 Rafael Uribe Uribe","BOSQUE DE SAN CARLOS","N/A","CL 32 BIS SUR 12H 33","Daño en redes de servicio públicos gas","Si"
"5408068","12/9/2022","1 Usaquen","SANTA BARBARA OCCIDENTAL","N/A","AK 45 123 0","Caida de árbol - Caída de ramas","No"
"5408069","12/9/2022","10 Engativa","VILLA AMALIA","N/A","KR 111A 75C 14","Daño en redes de servicio públicos energía","Si"
"5408070","12/9/2022","5 Usme","ALFONSO LOPEZ","N/A","KR 7A ESTE 97F SUR 50","Animales Peligrosos","No"
"5408071","12/9/2022","4 San Cristobal","LA COLMENA","N/A","KR 3 ESTE 37A SUR 72","Daño en redes de servicio públicos acueducto","Si"
"5408072","12/9/2022","5 Usme","EL JARDIN_","N/A","KR 14 BIS 138A SUR 11","Daño en redes de servicio públicos energía","Si"
"5408073","12/9/2022","19 Ciudad Bolivar","EL OASIS","N/A","KR 36F 41 SUR 46","Daño en redes de servicio públicos energía","Si"
"5408074","12/10/2022","2 Chapinero","LOS ROSALES","N/A","AK 7 81 26","Daño en redes de servicio públicos acueducto","Si"
"5408075","12/10/2022","11 Suba","BILBAO I SECTOR","N/A","CL 143B 147A 0","Daño en redes de servicio públicos energía","Si"
"5408076","12/10/2022","1 Usaquen","SAN PATRICIO","N/A","AK 45 106B 0","Daño en redes de servicio públicos gas","Si"
"5408077","12/10/2022","11 Suba","CANODROMO","N/A","AC 127 45A 0","Accidente de tránsito","No"
"5408078","12/10/2022","8 Kennedy","CARVAJAL","N/A","KR 69C 37A SUR 98","Caida de árbol","No"
"5408079","12/10/2022","12 Barrios Unidos","PARQUE POPULAR EL SALITRE","N/A","CL 63 60 80","Caida de árbol","No"
"5408080","12/10/2022","5 Usme","SAN PEDRO","N/A","CL 138 SUR KR 3 BIS A","Caida de árbol","No"
"5408081","12/10/2022","11 Suba","URB. BALCÓN DE SUBA","N/A","KR 87 128B 46","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408082","12/10/2022","10 Engativa","EL_CORTIJO","N/A","CL 83A 114 19","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408083","12/10/2022","3 Santa Fe","RAMIREZ","N/A","CL 1 BIS D 1A ESTE","Animales Peligrosos","No"
"5408084","12/10/2022","10 Engativa","URB. CARACOLI","N/A","KR 73A 64F 86","Animales Peligrosos","No"
"5408085","12/10/2022","11 Suba","TUNA BAJA","N/A","CL 155 100","Daños en malla vial","Si"
"5408086","12/10/2022","1 Usaquen","SANTA BIBIANA","N/A","KR 21 103 51","Rescate en Espacios Confinados - En Ascensores","Si"
"5408087","12/10/2022","10 Engativa","SAN IGNACIO","N/A","AC 26 85D 0","Conato de incendio","Si"
"5408088","12/10/2022","5 Usme","DANUBIO AZUL","N/A","KR 4F 56 SUR 84A","Daño en redes de servicio públicos energía","Si"
"5408089","12/10/2022","4 San Cristobal","URB. BALCONES DE PROVENZA","N/A","CL 36H SUR 5 ESTE 25","Quemas","Si"
"5408090","12/10/2022","6 Tunjuelito","ISLA DEL SOL","N/A","CL 67B SUR 64 22","Daño en redes de servicio públicos alcantarillado","Si"
"5408091","12/10/2022","19 Ciudad Bolivar","SAN FRANCISCO I SECTOR","N/A","KR 22A 62 SUR 42","Daño en redes de servicio públicos alcantarillado","Si"
"5408092","12/10/2022","11 Suba","CANIZA I, II Y III","N/A","CL 129A 124 29","Daño en redes de servicio públicos energía","Si"
"5408093","12/10/2022","16 Puente Aranda","AUTOPISTA SUR","N/A","KR 50A 40 SUR 6","Animales Peligrosos","No"
"5408094","12/10/2022","1 Usaquen","RINCON DEL CHICO","N/A","CL 103A 11B 49","Rescate en Espacios Confinados - En Ascensores","Si"
"5408095","12/10/2022","10 Engativa","BOYACA","N/A","CL 69A 74A 44","Animales Peligrosos","No"
"5408096","12/10/2022","10 Engativa","MOLINO DEL VIENTO","N/A","KR 103A 77C 5","Daño en redes de servicio públicos acueducto","Si"
"5408097","12/10/2022","11 Suba","ORQUIDEAS II SECTOR","N/A","KR 98A 158 30","Quemas - Basuras","Si"
"5408098","12/10/2022","9 Fontibon","MONTEVIDEO","N/A","CL 15A 69 90","Daño en redes de servicio públicos energía","Si"
"5408099","12/10/2022","5 Usme","SERRANIAS","N/A","KR 5C 97A SUR 40","Daño en redes de servicio públicos gas","Si"
"5408100","12/10/2022","10 Engativa","DANUBIO CENTAUROS","N/A","KR 104 67C 16","Daño en redes de servicio públicos alcantarillado","Si"
"5408101","12/10/2022","11 Suba","COSTA AZUL II ETAPA","N/A","KR 102A 135A 17","Escape de gas","Si"
"5408102","12/10/2022","1 Usaquen","SANTA BARBARA","N/A","KR 10A 121 10","Daño en redes de servicio públicos acueducto","Si"
"5408103","12/10/2022","7 Bosa","EL PORVENIR","N/A","AC 54 SUR 88D 60","Daño en redes de servicio públicos energía","Si"
"5408104","12/10/2022","8 Kennedy","ALQUERIA DE LA FRAGUA","N/A","AK 68 38H SUR 59","Quemas","Si"
"5408105","12/10/2022","4 San Cristobal","SAN VICENTE","N/A","KR 8F ESTE 36H SUR 46","Conato de incendio","Si"
"5408106","12/11/2022","16 Puente Aranda","LAS CARABELAS","N/A","KR 39 8 SUR 11","Daño en redes de servicio públicos gas","Si"
"5408107","12/11/2022","15 Antonio Nariño","SAN ANTONIO","N/A","KR 16 3 SUR 57","Daño en redes de servicio públicos gas","Si"
"5408108","12/11/2022","11 Suba","CASA BLANCA","N/A","CL 245 45 0","Accidente de tránsito","No"
"5408109","12/11/2022","9 Fontibon","VERSALLES","N/A","CL 22J 108 51","Daño en redes de servicio públicos acueducto","Si"
"5408110","12/11/2022","2 Chapinero","LAS ACACIAS","N/A","KR 1 68 0","Daño en redes de servicio públicos acueducto","Si"
"5408111","12/11/2022","11 Suba","LISBOA","N/A","KR 154C 131 2","Daño en redes de servicio públicos gas","Si"
"5408112","12/11/2022","2 Chapinero","LAGO GAITAN","N/A","KR 16A 79 25","Daño en redes de servicio públicos gas","Si"
"5408113","12/11/2022","10 Engativa","ALAMOS NORTE","N/A","KR 101A 71C 0","Daño en redes de servicio públicos gas","Si"
"5408114","12/11/2022","5 Usme","PORVENIR","N/A","KR 11 67A SUR 88","Conato de incendio","Si"
"5408115","12/11/2022","6 Tunjuelito","ISLA DEL SOL","N/A","CL 67B SUR 65 27","Daño en redes de servicio públicos alcantarillado","Si"
"5408116","12/11/2022","7 Bosa","SANTA FE III SECTOR","N/A","CL 56H SUR 99B 17","Daño en redes de servicio públicos energía","Si"
"5408117","12/11/2022","10 Engativa","LOS MONJES","N/A","KR 85K 52C 0","Caida de árbol","No"
"5408118","12/11/2022","18 Rafael Uribe Uribe","SAN MARTIN (VILLA NEIZA)","N/A","KR 3G BIS ESTE 59A SUR 12","Daño en redes de servicio públicos alcantarillado","Si"
"5408119","12/11/2022","10 Engativa","EL_CORTIJO","N/A","CL 83A 114 99","Caida de árbol - Caída de ramas","No"
"5408120","12/11/2022","3 Santa Fe","EL TRIUNFO","N/A","KR 3 1C 18","Animales Peligrosos","No"
"5408121","12/11/2022","13 Teusaquillo","GRAN AMERICA","N/A","AK 30 24 01","Quemas","Si"
"5408122","12/11/2022","9 Fontibon","CENTRO FONTIBON","N/A","CL 20 100 28","Incendio Estructuras","Si"
"5408123","12/11/2022","11 Suba","CASABLANCA SECTOR EL PINAR","N/A","CL 161 76 37","Caida de árbol - Caída de ramas","No"
"5408124","12/11/2022","16 Puente Aranda","PENSILVANIA","N/A","CL 11A 33 24","Incendio Estructuras","Si"
"5408125","12/11/2022","5 Usme","VILLA ROSITA","N/A","CL 87 SUR 24 ESTE 44","Animales Peligrosos","No"
"5408126","12/11/2022","17 La Candelaria","CENTRO ADMINISTRATIVO","N/A","KR 10 8 76","Incendio Vehicular","Si"
"5408127","12/11/2022","11 Suba","BRITALIA - EL TIBON ALBACETE","N/A","KR 52 165 58","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408128","12/11/2022","8 Kennedy","PATIO BONITO II SECTOR","N/A","KR 87F BIS 34 SUR 9","Daño en redes de servicio públicos gas","Si"
"5408129","12/11/2022","18 Rafael Uribe Uribe","RAFAEL URIBE","N/A","CL 30C SUR 10B","Daño en redes de servicio públicos acueducto","Si"
"5408130","12/11/2022","1 Usaquen","URB. EL BOSQUE","N/A","AK 45 127B BIS 0","Daño en redes de servicio públicos alcantarillado","Si"
"5408131","12/11/2022","9 Fontibon","EL CARMEN FONTIBON","N/A","KR 100 16I 25","Daño en redes de servicio públicos gas","Si"
"5408132","12/11/2022","5 Usme","TIUAQUE","N/A","DG 85A SUR 18 ESTE 29","Quemas","Si"
"5408133","12/11/2022","7 Bosa","LA LIBERTAD II","N/A","CL 59 SUR 88H 15","Conato de incendio","Si"
"5408134","12/11/2022","18 Rafael Uribe Uribe","CLARET","N/A","DG 43A SUR 26 0","Quemas - Basuras","Si"
"5408135","12/11/2022","14 Los Martires","RICAURTE","N/A","CL 9 26 34","Daño en redes de servicio públicos gas","Si"
"5408136","12/11/2022","10 Engativa","LA RIVIERA","N/A","KR 111C 70B 23","Incendio Estructuras","Si"
"5408137","12/11/2022","2 Chapinero","SUCRE","N/A","AK 14 43 0","Daño en redes de servicio públicos gas","Si"
"5408138","12/11/2022","10 Engativa","FLORIDA BLANCA","N/A","CL 70 90B 49","Incendio Estructuras","Si"
"5408139","12/11/2022","10 Engativa","ALAMEDA","N/A","KR 105C 64C 10","Daño en redes de servicio públicos energía","Si"
"5408140","12/11/2022","19 Ciudad Bolivar","VILLA ESPERANZA","N/A","DG 83D SUR 18L 05","Incendio Vehicular - Conato Vehicular","Si"
"5408141","12/11/2022","8 Kennedy","LLANO GRANDE","N/A","DG 38 BIS SUR 82 40","Conato de incendio","Si"
"5408142","12/11/2022","10 Engativa","VILLA CONSTANZA","N/A","CL 70 C 111 A 76","Incendio Estructuras","Si"
"5408143","12/12/2022","2 Chapinero","BELLAVISTA","N/A","KR 1 72A 77","Daño en redes de servicio públicos acueducto","Si"
"5408144","12/12/2022","2 Chapinero","SAN ISIDRO","N/A","CL 102 11A ESTE 24","Incendio Estructuras","Si"
"5408145","12/12/2022","9 Fontibon","SAN PABLO","N/A","CL 17F 123A 49","Daño en redes de servicio públicos energía","Si"
"5408146","12/12/2022","6 Tunjuelito","SAMORE","N/A","CL 49 SUR 31 18","Daño en redes de servicio públicos acueducto","Si"
"5408147","12/12/2022","8 Kennedy","LAS AMERICAS","N/A","AK 72 3 0","Daño en redes de servicio públicos acueducto","Si"
"5408148","12/12/2022","13 Teusaquillo","BELALCAZAR","N/A","KR 28 47A 9","Daño en redes de servicio públicos acueducto","Si"
"5408149","12/12/2022","2 Chapinero","EL RETIRO","N/A","CL 85 13 1","Conato de incendio","Si"
"5408150","12/12/2022","9 Fontibon","URB. COFRADIA II SECTOR","N/A","AC 24 96 10","Daño en redes de servicio públicos acueducto","Si"
"5408151","12/12/2022","13 Teusaquillo","LA MAGDALENA","N/A","KR 18A 39B 0","Caida de árbol - Caída de ramas","No"
"5408152","12/12/2022","13 Teusaquillo","GALERIAS","N/A","CL 53 17 17","Daño en redes de servicio públicos acueducto","Si"
"5408153","12/12/2022","11 Suba","LA ALHAMBRA SECTOR NORTE","N/A","AC 116 47A 36","Daño en redes de servicio públicos alcantarillado","Si"
"5408154","12/12/2022","11 Suba","SAN JOSE DE BAVARIA","N/A","CL 182 78 70","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408155","12/12/2022","11 Suba","COMPARTIR","N/A","CL 150 117 15","Daño en redes de servicio públicos gas","Si"
"5408156","12/12/2022","7 Bosa","JIMÉNEZ DE QUESADA","N/A","CL 65 SUR 78L 44","Daño en redes de servicio públicos alcantarillado","Si"
"5408157","12/12/2022","11 Suba","MAZUREN","N/A","CL 152 56 72","Daño en redes de servicio públicos acueducto","Si"
"5408158","12/12/2022","4 San Cristobal","VITELMA CIUDADELA PARQUE DE LA ROCA","N/A","CL 3 BIS SUR 8A ESTE 1","Caida de árbol","No"
"5408159","12/12/2022","5 Usme","DANUBIO AZUL","N/A","AV CARACAS 56 SUR","Daño en redes de servicio públicos energía","Si"
"5408160","12/12/2022","12 Barrios Unidos","LA CASTELLANA","N/A","CL 95 45 10","Caida de árbol","No"
"5408161","12/12/2022","16 Puente Aranda","LOS SAUCES","N/A","KR 35 A 27 B 12 SUR","Colapso de estructura","No"
"5408162","12/12/2022","7 Bosa","BRASIL II","N/A","CL 49 SUR 88G 95","Daño en redes de servicio públicos alcantarillado","Si"
"5408163","12/12/2022","1 Usaquen","EL PAÑUELITO","N/A","KR 3 127 A 84 INT 41","Riesgo de Fenómeno de remoción en masa","No"
"5408164","12/12/2022","1 Usaquen","BOSQUE MEDINA","N/A","CRA 3 A 127 A 88","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408165","12/12/2022","1 Usaquen","BOSQUE MEDINA","N/A","CRA 3A # 127A - 96","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408166","12/12/2022","1 Usaquen","LAS MARGARITAS","N/A","KR 17A 152%","Animales Peligrosos","No"
"5408167","12/12/2022","19 Ciudad Bolivar","ARBORIZADORA ALTA","N/A","KR 36A 72B SUR 37","Animales Peligrosos","No"
"5408168","12/12/2022","11 Suba","S C. CASABLANCA SUBA","N/A","AK 45 191 11","Animales Peligrosos","No"
"5408169","12/12/2022","3 Santa Fe","LOURDES","N/A","KR 2 ESTE 2B 34","Animales Peligrosos","No"
"5408170","12/12/2022","8 Kennedy","PATIO BONITO II SECTOR","N/A","KR 87I 5A SUR 0","Daño en redes de servicio públicos energía","Si"
"5408171","12/12/2022","2 Chapinero","ESPARTILLAL","N/A","CL 80 13 6","Animales Peligrosos","No"
"5408172","12/12/2022","10 Engativa","LA CAÑUELA","N/A","KR 110F 73 43","Daño en redes de servicio públicos energía","Si"
"5408173","12/12/2022","8 Kennedy","TOCAREMA","N/A","CL 5 88D 3","Daño en redes de servicio públicos alcantarillado","Si"
"5408174","12/12/2022","19 Ciudad Bolivar","DOMINGO LAIN I","N/A","KR 18K BIS 63D SUR 25","Animales Peligrosos","No"
"5408175","12/12/2022","1 Usaquen","LA CALLEJA","N/A","AK 45 127 0","Daño en redes de servicio públicos energía","Si"
"5408176","12/12/2022","2 Chapinero","EL NOGAL","N/A","KR 9 82 19","Daño en redes de servicio públicos energía","Si"
"5408177","12/12/2022","16 Puente Aranda","PRIMAVERA OCCIDENTAL","N/A","CL 5C 40 0","Daño en redes de servicio públicos acueducto","Si"
"5408178","12/12/2022","11 Suba","SANTA RITA DE SUBA","N/A","CL 137B 153A 49","Animales Peligrosos","No"
"5408179","12/12/2022","17 La Candelaria","SANTA BARBARA","N/A","CL 6B 7 65","Conato de incendio","Si"
"5408181","12/12/2022","16 Puente Aranda","TEJAR","N/A","CL 30 SUR 52A 38","Daño en redes de servicio públicos gas","Si"
"5408182","12/12/2022","7 Bosa","OLARTE","N/A","CL 56A SUR 72A 49","Animales Peligrosos","No"
"5408183","12/12/2022","12 Barrios Unidos","SAN FERNANDO","N/A","KR 54 70A 29","Conato de incendio","Si"
"5408184","12/12/2022","4 San Cristobal","URB. LA HERRADURA","N/A","CL 40C SUR 7B ESTE 41","Animales Peligrosos","No"
"5408185","12/12/2022","16 Puente Aranda","VILLA SONIA","N/A","KR 50 BIS 39A SUR 0","Animales Peligrosos","No"
"5408186","12/12/2022","10 Engativa","LA GRANJA","N/A","CL 78 82 46","Incendio Estructuras","Si"
"5408187","12/12/2022","8 Kennedy","KENNEDY OCCIDENTAL SUPERMANZANA 14","N/A","CL 41A SUR 79A 28","Caida de árbol","No"
"5408188","12/12/2022","11 Suba","SAN JOSE V SECTOR","N/A","CL 170 69 47","Rescate en Espacios Confinados - En Ascensores","Si"
"5408189","12/12/2022","14 Los Martires","SANTA FE","N/A","CL 23 18 62","Daño en redes de servicio públicos gas","Si"
"5408190","12/12/2022","9 Fontibon","ANTIGUO CAFAM","N/A","CL 20 68D","Daño en redes de servicio públicos energía","Si"
"5408191","12/12/2022","2 Chapinero","CHAPINERO ALTO","N/A","CL 52B 4 39","Riesgo de colapso estructural","No"
"5408192","12/12/2022","5 Usme","ALFONSO LOPEZ","N/A","KR 7 ESTE 97D SUR","Animales Peligrosos","No"
"5408193","12/12/2022","18 Rafael Uribe Uribe","DIANA TURBAY CULTIVOS","N/A","KR 3F ESTE 49A SUR 22","Riesgo de Fenómeno de remoción en masa","No"
"5408194","12/12/2022","7 Bosa","OLARTE","N/A","CL 53B SUR 72A 86","Animales Peligrosos","No"
"5408195","12/12/2022","9 Fontibon","SAN PEDRO DE LOS ROBLES","N/A","TV 96G 16A 17","Incendio Vehicular - Conato Vehicular","Si"
"5408196","12/12/2022","5 Usme","MONTEBLANCO","N/A","CL 95 SUR 14A 60","Conato de incendio","Si"
"5408197","12/12/2022","2 Chapinero","CHICO RESERVADO II SECTOR","N/A","KR 13A 96 0","Caida de árbol","No"
"5408198","12/13/2022","10 Engativa","TABORA","N/A","CL 72B 82 37","Daño en redes de servicio públicos acueducto","Si"
"5408199","12/13/2022","5 Usme","ANTONIO JOSE DE SUCRE I Y II","N/A","CL 108B SUR 11 16","Animales Peligrosos","No"
"5408200","12/13/2022","18 Rafael Uribe Uribe","NUEVO PENSILVANIA SUR","N/A","TV 5M 47 SUR 13","Animales Peligrosos","No"
"5408201","12/13/2022","1 Usaquen","LA_CAROLINA","N/A","KR 14A 127 15","Conato de incendio","Si"
"5408202","12/13/2022","1 Usaquen","SANTA BARBARA","N/A","CL 120 17A","Daño en redes de servicio públicos acueducto","Si"
"5408203","12/13/2022","5 Usme","VILLA ROSITA","N/A","KR 15 ESTE 89C SUR 4","Incendio Estructuras","Si"
"5408204","12/13/2022","15 Antonio Nariño","SAN_ANTONIO","N/A","CL 10A SUR 16 54","Animales Peligrosos","No"
"5408205","12/13/2022","10 Engativa","EL MUELLE II","N/A","CL 66 105 16","Daño en redes de servicio públicos acueducto","Si"
"5408206","12/13/2022","1 Usaquen","SAN ANTONIO NORTE","N/A","KR 7A 182A 7","Daño en redes de servicio públicos alcantarillado","Si"
"5408207","12/13/2022","8 Kennedy","EL PROGRESO II SECTOR","N/A","CL 39G SUR 68I 84","Animales Peligrosos","No"
"5408208","12/13/2022","19 Ciudad Bolivar","PARAISO DE BAVARIA","N/A","CL 71 SUR 27L 91","Animales Peligrosos","No"
"5408209","12/13/2022","11 Suba","URB. PORTAL DE SUBA","N/A","AK 91 137 70","Animales Peligrosos","No"
