Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación;Factor Humano
5406473;10/11/2022;9 Fontibon;MODELIA;N/A;KR 72 BIS 25B 50;Encharcamiento;Si
5406474;10/11/2022;19 Ciudad Bolivar;JUAN PABLO II;N/A;CL 66A SUR 18N 36;Fenómeno de Remoción en Masa;No
5406475;10/11/2022;18 Rafael Uribe Uribe;PUERTO RICO;N/A;CL 41 SUR 8A 28;Encharcamiento;Si
5406476;10/11/2022;5 Usme;VILLA ANITA;N/A;KR 8 114 SUR 30;Daño en redes de servicio públicos alcantarillado;Si
5406477;10/11/2022;13 Teusaquillo;QUESADA;N/A;DG 54 17 22;Daño en redes de servicio públicos alcantarillado;Si
5406478;10/11/2022;12 Barrios Unidos;SIETE DE AGOSTO;N/A;KR 22 66 34;Daño en redes de servicio públicos alcantarillado;Si
5406479;10/11/2022;18 Rafael Uribe Uribe;LAS COLINAS;N/A;KR 13B 32F SUR 11;Fenómeno de Remoción en Masa;No
5406480;10/11/2022;19 Ciudad Bolivar;SAN FRANSISCO;N/A;KR 19 G 67 40;Daño en redes de servicio públicos energía;Si
5406481;10/11/2022;3 Santa Fe;VEREDA MONSERRATE;N/A;KR 2 ESTE 21 48;Caida de árbol - Pérdida de verticalidad de árbol;No
5406482;10/11/2022;19 Ciudad Bolivar;ESPINOS III;N/A;DG 68 SUR 73J 11;Daño en redes de servicio públicos alcantarillado;Si
5406483;10/11/2022;1 Usaquen;PARAMO - ESCUELA DE CABALLERIA;N/A;CL 101B 1D ESTE 75;Caida de árbol - Pérdida de verticalidad de árbol;No
5406484;10/11/2022;4 San Cristobal;LA MARIA;N/A;KR 1 10 SUR 30;Daño en redes de servicio públicos alcantarillado;Si
5406485;10/11/2022;18 Rafael Uribe Uribe;DIANA TURBAY CULTIVOS;N/A;KR 3 ESTE 48X SUR 20;Fenómeno de Remoción en Masa;No
5406486;10/11/2022;2 Chapinero;CHICO ORIENTAL;N/A;CL 89 BIS 2 ESTE 43;Fenómeno de Remoción en Masa;No
5406487;10/11/2022;19 Ciudad Bolivar;PARAISO VERBENAL;N/A;TV 27J 76I SUR 05;Colapso de estructura;No
5406488;10/11/2022;16 Puente Aranda;LAS CARABELAS;N/A;KR 39A 10 SUR 55;Caida de árbol - Pérdida de verticalidad de árbol;No
5406489;10/11/2022;4 San Cristobal;MANAGUA;N/A;CL 38A SUR 8 59;Fenómeno de Remoción en Masa;No
5406490;10/11/2022;9 Fontibon;KASANDRA;N/A;CL 14F 134A 36;Daño en redes de servicio públicos alcantarillado;Si
5406491;11/11/2022;6 Tunjuelito;VENECIA;N/A;AV CALI 52 SUR;Daño en redes de servicio públicos alcantarillado;Si
5406492;11/11/2022;2 Chapinero;KILOMETRO 5 VIA LA CALERA;N/A;KILOMETRO 5 VIA LA CALERA;Caida de árbol;No
5406493;11/11/2022;5 Usme;DOÑA LILIANA;N/A;CL 87D BIS SUR 8 ESTE 46;Daño en redes de servicio públicos acueducto;Si
5406494;11/11/2022;2 Chapinero;CAPELLANIA;N/A;KILOMETRO 5 VIA LA CALERA;Caida de árbol;No
5406495;11/11/2022;9 Fontibon;MODELIA;N/A;AC 24 72 0;Caida de árbol - Caída de ramas;No
5406496;11/11/2022;3 Santa Fe;OLLA USACA, VIA CHOACHI;N/A;4.590555191040039,-74.02139282226562;Fenómeno de Remoción en Masa;No
5406497;11/11/2022;1 Usaquen;EL PAÑUELITO;N/A;CL 127C KR 2B;Daño en redes de servicio públicos alcantarillado;Si
5406498;11/11/2022;11 Suba;PARQUE RESIDENCIAL NUEVA SUBA;N/A;KR 101A 152A 74;Daño en redes de servicio públicos alcantarillado;Si
5406499;11/11/2022;4 San Cristobal;URB. ATENAS;N/A;CL 143 58C 41;Caida de árbol - Pérdida de verticalidad de árbol;No
5406500;11/11/2022;4 San Cristobal;GAVIOTAS;N/A;KR 16 ESTE 48 60 SUR INT 2;Fenómeno de Remoción en Masa;No
5406501;11/11/2022;12 Barrios Unidos;SAN FERNANDO OCCIDENTAL;N/A;CL 73 64 0;Daño o falla estructural;Si
5406502;11/11/2022;11 Suba;LA CHUCUA - LA TRINITARIA;N/A;KR 100 BIS 136 39;Caida de árbol - Pérdida de verticalidad de árbol;No
5406503;11/11/2022;12 Barrios Unidos;PARQUE DISTRITAL SALITRE;N/A;KR 60 # 63A-52;Caida de árbol - Pérdida de verticalidad de árbol;No
5406504;11/11/2022;6 Tunjuelito;SAN CARLOS;N/A;KR 18 B 51 94 SUR;Daño en redes de servicio públicos alcantarillado;Si
5406505;11/11/2022;11 Suba;SALITRE I SECTOR;N/A;CL 156 96;Caida de árbol;No
5406506;11/11/2022;7 Bosa;SAN ANTONIO;N/A;KR 89A 69B SUR 6;Daño en redes de servicio públicos energía;Si
5406507;11/11/2022;2 Chapinero;SAN ISIDRO;N/A;CL 100B 12A ESTE 19;Daño en redes de servicio públicos energía;Si
5406508;11/11/2022;11 Suba;IBERIA - VILLA LETICIA;N/A;CL 138 75 70;Caida de árbol - Pérdida de verticalidad de árbol;No
5406509;11/11/2022;10 Engativa;VILLA GLADYS;N/A;CL 65A 112 19;Daño en redes de servicio públicos alcantarillado;Si
5406511;11/11/2022;11 Suba;NIZA SUBA;N/A;KR 78 127A 75;Caida de árbol - Pérdida de verticalidad de árbol;No
5406512;11/11/2022;16 Puente Aranda;LA FRANCIA;N/A;DG 5F BIS A 43B 5;Caida de árbol;No
5406513;11/11/2022;10 Engativa;GARCES NAVAS;N/A;CL 73 104 0;Daño o falla estructural - Caída de elementos por vendaval;Si
5406514;11/11/2022;19 Ciudad Bolivar;ISMAEL PERDOMO;N/A;CL 63 SUR 75D 23;Fenómeno de Remoción en Masa;No
5406515;11/11/2022;10 Engativa;BOCHICA II;N/A;KR 101 82 0;Poda y Tala;Si
5406516;11/11/2022;2 Chapinero;LOS ROSALES;N/A;KR 1 82 30;Fenómeno de Remoción en Masa;No
5406517;11/11/2022;3 Santa Fe;SAN DIEGO;N/A;CL 28 5 75;Daño en redes de servicio públicos alcantarillado;Si
5406518;11/11/2022;18 Rafael Uribe Uribe;NUEVA ESPERANZA;N/A;KR 5D ESTE 56B SUR 58;Fenómeno de Remoción en Masa;No
5406519;11/11/2022;11 Suba;URB. LOS ARRAYANES;N/A;CL 213 114 10;Caida de árbol;No
5406520;11/11/2022;5 Usme;EL PORTAL DEL DIVINO;N/A;AK 8 ESTE 115 SUR 47;Conato de incendio;Si
5406521;11/11/2022;10 Engativa;ESPANOLA III SECTOR;N/A;TV 88B 83A 35;Daño en redes de servicio públicos energía;Si
5406522;11/11/2022;12 Barrios Unidos;LOS ANDES - URB. MALTA;N/A;AK 68 90 88;Incendio Vehicular;Si
5406523;11/11/2022;19 Ciudad Bolivar;EL PENON DEL CORTIJO;N/A;KR 73 66 SUR 6;Accidente de tránsito;No
5406524;11/11/2022;8 Kennedy;LA IGUALDAD;N/A;CL 1 SUR 68A BIS 0;Daño en redes de servicio públicos energía;Si
5406525;11/11/2022;11 Suba;LA GAITANA;N/A;TV 127 133 78;Conato de incendio;Si
5406526;11/11/2022;10 Engativa;GARCES NAVAS;N/A;CL 75 105A 34;Caida de árbol;No
5406527;11/11/2022;19 Ciudad Bolivar;VERBENAL;N/A;KR 27N 74B SUR 11;Daño en redes de servicio públicos energía;Si
5406528;11/11/2022;11 Suba;CHUCUA III SECTOR;N/A;KR 98B 131A 68;Animales Peligrosos;No
5406529;11/11/2022;3 Santa Fe;CERRO DE GUADALUPE;N/A;SANTUARIO DE GUADALUPE;Caida de árbol;No
5406530;11/11/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;CL 77A SUR 38 13;Animales Peligrosos;No
5406531;11/11/2022;8 Kennedy;CASTILLA REAL;N/A;CL 9 78C 14;Animales Peligrosos;No
5406532;11/11/2022;18 Rafael Uribe Uribe;MARRUECOS;N/A;CL 49B SUR 5N 76;Daño en redes de servicio públicos energía;Si
5406533;11/11/2022;8 Kennedy;EL JAZMIN;N/A;KR 97D 42F SUR 11;Daño en redes de servicio públicos acueducto;Si
5406534;11/11/2022;8 Kennedy;CIUDAD GALAN;N/A;KR 99A BIS 38 SUR 43;Daño en redes de servicio públicos acueducto;Si
5406535;11/11/2022;13 Teusaquillo;CHAPINERO OCCIDENTAL;N/A;CL 55 BIS 15A 13;Daño en redes de servicio públicos acueducto;Si
5406536;11/11/2022;18 Rafael Uribe Uribe;QUIROGA;N/A;KR 23C 31D SUR 45;Daño en redes de servicio públicos acueducto;Si
5406537;12/11/2022;3 Santa Fe;SAGRADO CORAZON;N/A;KR 13 38 7;Daño en redes de servicio públicos acueducto;Si
5406538;12/11/2022;1 Usaquen;SANTA BIBIANA;N/A;AC 100 21 46;Daño en redes de servicio públicos gas;Si
5406539;12/11/2022;13 Teusaquillo;TEUSAQUILLO;N/A;AC 34 21 63;Daño en redes de servicio públicos acueducto;Si
5406540;12/11/2022;13 Teusaquillo;SAN LUIS;N/A;KR 21 58 6;Daño en redes de servicio públicos acueducto;Si
5406541;12/11/2022;10 Engativa;LA ESPAÑOLA III;N/A;AC 80 86 0;Quemas;Si
5406542;12/11/2022;11 Suba;EL BATAN;N/A;AK 45 120 19;Daño en redes de servicio públicos acueducto;Si
5406543;12/11/2022;12 Barrios Unidos;LA ESPERANZA;N/A;AK 14 63 1;Daño en redes de servicio públicos acueducto;Si
5406544;12/11/2022;18 Rafael Uribe Uribe;EL MIRADOR;N/A;DG 48M SUR 5X 80;Accidente de tránsito;No
5406545;12/11/2022;1 Usaquen;SAN ANTONIO NORTE II SECTOR;N/A;CL 187 11 11;Daño en redes de servicio públicos gas;Si
5406546;12/11/2022;8 Kennedy;TUNDAMA II ETAPA;N/A;TV 72C BIS 44F SUR 19;Conato de incendio;Si
5406547;12/11/2022;9 Fontibon;ALTOS DE SAN SEBASTIAN;N/A;KR 96D 22A 16;Daño en redes de servicio públicos acueducto;Si
5406548;12/11/2022;8 Kennedy;MORABIA II;N/A;KR 72K 42 SUR 57;Daño en redes de servicio públicos energía;Si
5406549;12/11/2022;5 Usme;EL REFUGIO;N/A;EL REFUGIO;Fenómeno de Remoción en Masa;No
5406550;12/11/2022;8 Kennedy;CIUDAD KENNEDY SUPERMANZANA 1;N/A;CL 5 SUR 73 20;Conato de incendio;Si
5406551;12/11/2022;3 Santa Fe;LAS NIEVES;N/A;CR 7 19 00;Daño en redes de servicio públicos acueducto;Si
5406552;12/11/2022;6 Tunjuelito;SAN CARLOS;N/A;CL 53 SUR 19A 15;Conato de incendio;Si
5406553;12/11/2022;11 Suba;NIZA;N/A;KR 70 G 125 A;Caida de árbol;No
5406554;12/11/2022;1 Usaquen;SANTA BIBIANA;N/A;CL 105 19A 52;Caida de árbol;No
5406555;12/11/2022;9 Fontibon;MONTEVIDEO;N/A;CL 20 68A 06;Desorden Civil;Si
5406556;12/11/2022;4 San Cristobal;SAN BLASS II SECTOR;N/A;KR 11 ESTE 25A SUR 21;Daño en redes de servicio públicos energía;Si
5406557;12/11/2022;2 Chapinero;LOS OLIVOS;N/A;CL 63 1 69;Daño en redes de servicio públicos acueducto;Si
5406558;12/11/2022;7 Bosa;EL RECUERDO II;N/A;KR 107 58 SUR 24;Daño en redes de servicio públicos alcantarillado;Si
5406559;12/11/2022;11 Suba;LA ALHAMBRA SECTOR NORTE;N/A;AC 116 48 86;Falla Eléctrica;Si
5406560;12/11/2022;19 Ciudad Bolivar;PARAISO MIRADOR;N/A;MZ 12 LT 00931;Riesgo de colapso estructural;No
5406561;12/11/2022;18 Rafael Uribe Uribe;SAN JORGE SUR;N/A;CL 43 SUR 13C 6;Conato de incendio;Si
5406562;12/11/2022;3 Santa Fe;LOS LACHES;N/A;DG 4A 5B ESTE 82;Fenómeno de Remoción en Masa;No
5406563;12/11/2022;13 Teusaquillo;LA FRAGUITA;N/A;CL 44 KR 47;Caida de árbol;No
5406564;12/11/2022;2 Chapinero;LA CALERA;89 San Isidro-Patios;KM 5 VIA LA CALERA;Represamiento de cauce;No
5406565;12/11/2022;12 Barrios Unidos;CONCEPCION NORTE;N/A;AK 14 69 1;Conato de incendio;Si
5406566;12/11/2022;2 Chapinero;SAN ISIDRO;N/A;CL 102A 12B ESTE 0;Daño en redes de servicio públicos alcantarillado;Si
5406567;12/11/2022;11 Suba;ANDES NORTE - QUINTANILLA DE LA FLORA;N/A;CL 108 66 0;Encharcamiento;Si
5406568;12/11/2022;1 Usaquen;SANTA ANA ORIENTAL;N/A;CL 108 6 46;Represamiento de cauce;No
5406569;12/11/2022;1 Usaquen;MOLINOS NORTE;N/A;CL 110 11C 0;Daño en redes de servicio públicos alcantarillado;Si
5406570;12/11/2022;5 Usme;DANUBIO AZUL;N/A;KR 2D 54I 86 SUR;Accidente de tránsito;No
5406571;12/11/2022;11 Suba;PARQUE RESIDENCIAL NUEVA SUBA;N/A;KR 101A 151 31;Caida de árbol;No
5406572;12/11/2022;11 Suba;IBERIA - VILLA LETICIA;N/A;CL 138 75 60;Caida de árbol;No
5406573;12/11/2022;3 Santa Fe;LOS LACHES;N/A;KR 7B ESTE 5A 80;Caida de árbol - Pérdida de verticalidad de árbol;No
5406574;12/11/2022;13 Teusaquillo;TEUSAQUILLO;N/A;CL 44 KR 47;Caida de árbol - Pérdida de verticalidad de árbol;No
5406575;12/11/2022;16 Puente Aranda;PRIMAVERA NORTE - SAN FRANCISCO;N/A;TV 42A 4 46;Daño en redes de servicio públicos gas;Si
5406576;12/11/2022;2 Chapinero;LAGO GAITAN;N/A;CL 79 14 42;Encharcamiento;Si
5406577;13/11/2022;12 Barrios Unidos;RIONEGRO;N/A;KR 58 93B 0;Daño en redes de servicio públicos gas;Si
5406578;13/11/2022;4 San Cristobal;LAS GUACAMAYAS;N/A;CL 38D SUR 1A 38;Daño en redes de servicio públicos gas;Si
5406579;13/11/2022;12 Barrios Unidos;12 DE OCTUBRE;N/A;KR 51 71 20;Daño en redes de servicio públicos energía;Si
5406580;13/11/2022;1 Usaquen;SANTA BARBARA CENTRAL II SECTOR;N/A;KR 11A 113 20;Encharcamiento;Si
5406581;13/11/2022;11 Suba;EL PINO;N/A;CL 152C 103C 35;Caida de árbol;No
5406582;13/11/2022;2 Chapinero;CONJUNTO HOTELERO LOS ROSALES;N/A;KR 2 ESTE 76 47;Caida de árbol - Caída de ramas;No
5406583;13/11/2022;11 Suba;PUENTE LARGO III SECTOR;N/A;CL 110 55;Caida de árbol;No
5406584;13/11/2022;8 Kennedy;GRAN BRITALIA;N/A;CL 46 SUR 81C 15;Daño en redes de servicio públicos energía;Si
5406585;13/11/2022;1 Usaquen;SANTA ANA OCCIDENTAL;N/A;TV 7 BIS A 108A 75;Daño en redes de servicio públicos alcantarillado;Si
5406586;13/11/2022;13 Teusaquillo;SAN LUIS;N/A;AC 57 18 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5406587;13/11/2022;1 Usaquen;SANTA ANA;N/A;DG 108 A 8 24;Daño o falla estructural - Riesgo de colapso estructural;Si
5406588;13/11/2022;11 Suba;LA CAMPINA II SECTOR;N/A;KR 99A 146D 0;Caida de árbol;No
5406589;13/11/2022;3 Santa Fe;LOS LACHES;N/A;DG 4A 6 ESTE 20;Caida de árbol - Pérdida de verticalidad de árbol;No
5406590;13/11/2022;19 Ciudad Bolivar;JUAN JOSE RONDON;N/A;CL 68C SUR 20A 24;Fenómeno de Remoción en Masa;No
5406591;13/11/2022;18 Rafael Uribe Uribe;LOS PIJAOS;N/A;KR 11 BIS 36A SUR 58;Caida de árbol - Pérdida de verticalidad de árbol;No
5406592;13/11/2022;1 Usaquen;SANTA ANA OCCIDENTAL;N/A;AK 9 108A 92;Daño en redes de servicio públicos alcantarillado;Si
5406593;13/11/2022;2 Chapinero;LOS ROSALES;N/A;KR 2 76A 2;Caida de árbol - Pérdida de verticalidad de árbol;No
5406594;13/11/2022;11 Suba;TUNA ALTA SECTOR BELLAVISTA;N/A;CL 155A 88 5;Fenómeno de Remoción en Masa;No
5406595;13/11/2022;10 Engativa;LA SALINA;N/A;CL 71A 93A 29;Caida de árbol;No
5406596;13/11/2022;1 Usaquen;SANTA ANA;N/A;CALLE 108 CARRERA 3;Caida de árbol;No
5406597;13/11/2022;14 Los Martires;SANTA ISABEL SUR;N/A;KR 29B BIS 0 29;Daño en redes de servicio públicos gas;Si
5406598;13/11/2022;10 Engativa;LAS PALMAS NORTE;N/A;CL 90A 72C 53;Daño en redes de servicio públicos energía;Si
5406599;13/11/2022;10 Engativa;CORTIJO;N/A;CANAL CORTIJO;Caida de árbol;No
5406600;13/11/2022;2 Chapinero;LOS ROSALES;N/A;AK 1 82 30;Poda y Tala;Si
5406601;13/11/2022;1 Usaquen;LAS ORQUIDEAS;N/A;CL 163A 21 0;Conato de incendio;Si
5406602;13/11/2022;11 Suba;RINCON EL CONDOR;N/A;CL 128B 87D 5;Accidente de tránsito;No
5406603;13/11/2022;8 Kennedy;DINDALITO I ETAPA;N/A;AK 86 42B SUR 51;Caida de árbol;No
5406604;13/11/2022;11 Suba;SAN JOSE DEL PRADO;N/A;CL 134D 45A 58;Daño en redes de servicio públicos gas;Si
5406605;14/11/2022;1 Usaquen;LOS CEDRITOS;N/A;CL 145 21 40;Daño en redes de servicio públicos energía;Si
5406606;14/11/2022;11 Suba;URB IBERIA TRIANGULO;N/A;KR 58 132A 73;Daño en redes de servicio públicos gas;Si
5406607;14/11/2022;11 Suba;SABANA DE TIBABUYES;N/A;CL 142 118;Daño en redes de servicio públicos acueducto;Si
5406608;14/11/2022;1 Usaquen;SANTA BIBIANA;N/A;AK 45 103 0;Daño en redes de servicio públicos energía;Si
5406609;14/11/2022;1 Usaquen;LAS ORQUIDEAS;N/A;CL 161A 20 92;Daño en redes de servicio públicos gas;Si
5406610;14/11/2022;10 Engativa;ALAMOS NORTE;N/A;KR 104 72 BIS 76;Caida de árbol - Pérdida de verticalidad de árbol;No
5406611;14/11/2022;11 Suba;SAN JOSE DE BAVARIA;N/A;CL 170 KR 62;Daño en redes de servicio públicos energía;Si
5406612;14/11/2022;2 Chapinero;LOS ROSALES;N/A;AK 1 82 30;Fenómeno de Remoción en Masa;No
5406613;14/11/2022;12 Barrios Unidos;POLO CLUB;N/A;KR 27 82 66;Caida de árbol - Caída de ramas;No
5406614;14/11/2022;4 San Cristobal;VITELMA CIUDADELA PARQUE DE LA ROCA;N/A;KR 7 ESTE 6 SUR 0;Fenómeno de Remoción en Masa;No
5406615;14/11/2022;16 Puente Aranda;TORREMOLINOS;N/A;CL 20 SUR 51D 02;Incendio Estructuras;No
5406616;14/11/2022;12 Barrios Unidos;BAQUERO;N/A;KR 19 63A 57;Daño en redes de servicio públicos alcantarillado;Si
5406617;14/11/2022;19 Ciudad Bolivar;CORDILLERA SUR;N/A;CL 76A SUR 19 20;Daño en redes de servicio públicos acueducto;Si
5406618;14/11/2022;1 Usaquen;SANTA BARBARA CENTRAL I SECTOR;N/A;KR 14B 119 22;Encharcamiento;Si
5406619;14/11/2022;11 Suba;URB. SAN PEDRO;N/A;CL 187 55B 90;Caida de árbol;No
5406620;14/11/2022;1 Usaquen;CAOBOS SALAZAR;N/A;CL 147 13 67;Encharcamiento;Si
5406621;14/11/2022;11 Suba;BRITALIA - EL PIJAO DE ORO;N/A;KR 54 167 56;Encharcamiento;Si
5406622;14/11/2022;11 Suba;TUNA BAJA;N/A;KR 102 155 50;Incendio Estructuras;No
5406623;14/11/2022;11 Suba;PRADOS DE LA SULTANA;N/A;CL 131A 53 89;Caida de árbol;No
5406624;14/11/2022;1 Usaquen;LA CAROLINA;N/A;CL 127A 14 11;Caida de árbol;No
5406625;14/11/2022;19 Ciudad Bolivar;LOS ALPES;N/A;CL 76 SUR 23 39;Riesgo de colapso estructural;No
5406626;14/11/2022;11 Suba;MIRANDELA;N/A;CL 187 46 0;Caida de árbol;No
5406627;14/11/2022;5 Usme;NUEVO PROGRESO - EL PROGRESO II SECTOR;N/A;CL 90A SUR 7C ESTE 24;Incendio Estructuras;No
5406628;14/11/2022;3 Santa Fe;LACHES;N/A;KILOMETRO 4;Caida de árbol;No
5406629;14/11/2022;11 Suba;SANTA MARIA I Y II SECTOR;N/A;AK 72 173 65;Encharcamiento;Si
5406630;14/11/2022;19 Ciudad Bolivar;MOCHUELO ALTO;N/A;KILOMETRO 24;Fenómeno de Remoción en Masa;No
5406631;14/11/2022;11 Suba;VILLA NOVA;N/A;CL 187 55B;Poda y Tala;Si
5406632;14/11/2022;11 Suba;SAN JOSE DE BAVARIA;N/A;AK 72 181 70;Daño en redes de servicio públicos alcantarillado;Si
5406633;14/11/2022;11 Suba;URB. NEMESIS;N/A;CL 138 73 20;Encharcamiento;Si
5406635;14/11/2022;11 Suba;URB. SAN RAFAEL NORTE II;N/A;KR 53C 131A 0;Caida de árbol;No
5406636;14/11/2022;11 Suba;BELLOMONTE SUBA;N/A;CL 131 78A;Encharcamiento;Si
5406637;14/11/2022;19 Ciudad Bolivar;DIVINO NIÑO;N/A;CL 78B SUR 16K 40;Fenómeno de Remoción en Masa;No
5406638;14/11/2022;11 Suba;VEREDA CHORRILLOS;N/A;KILOMETRO 7;Encharcamiento;Si
5406639;14/11/2022;11 Suba;SUBA URBANO;N/A;KR 83 145 26;Caida de árbol;No
5406640;14/11/2022;4 San Cristobal;VITELMA CIUDADELA PARQUE DE LA ROCA;N/A;CL 3 SUR 6A ESTE 24.;Encharcamiento;Si
5406641;14/11/2022;2 Chapinero;SAN MARTIN DE PORRES III Y IV;N/A;KR 4 ESTE 45C 24;Conato de incendio;Si
5406642;14/11/2022;2 Chapinero;CHICO ORIENTAL;N/A;DG 92 4 0;Fenómeno de Remoción en Masa;No
5406643;14/11/2022;7 Bosa;EL TRIUNFO_;N/A;CL 81 SUR 87J 51;Daño en redes de servicio públicos alcantarillado;Si
5406644;14/11/2022;11 Suba;NIZA;N/A;CL 137D 76A 62;Daño en redes de servicio públicos energía;Si
5406645;14/11/2022;3 Santa Fe;EL GUAVIO;N/A;AK 3 ESTE 6 6;Daño en redes de servicio públicos alcantarillado;Si
5406646;14/11/2022;4 San Cristobal;BALKANES;N/A;CL 11 SUR 1B ESTE 10;Daño en redes de servicio públicos energía;Si
5406647;14/11/2022;1 Usaquen;BUENAVISTA;N/A;CL 189A 2A 08;Daño en redes de servicio públicos energía;Si
5406648;14/11/2022;12 Barrios Unidos;CONCEPCION NORTE;N/A;CL 69 BIS 14 52;Daño en redes de servicio públicos acueducto;Si
5406649;14/11/2022;18 Rafael Uribe Uribe;GUSTAVO RESTREPO;N/A;KR 12I 31A SUR;Caida de árbol;No
5406650;14/11/2022;11 Suba;LOS NARANJOS;N/A;CL 129C 86A 20;Daño en redes de servicio públicos energía;Si
5406651;14/11/2022;11 Suba;VILLA DEL PRADO;N/A;KR 52A 174A 0;Animales Peligrosos;No
5406652;15/11/2022;11 Suba;SAN JOSE DEL PRADO;N/A;CL 134D 47 13;Daño en redes de servicio públicos gas;Si
5406653;15/11/2022;10 Engativa;GRAN GRANADA;N/A;KR 116 77B 42;Daño en redes de servicio públicos gas;Si
5406654;15/11/2022;4 San Cristobal;ALTAMIRA SECTOR SAN JOSE;N/A;CL 42A SUR 11 ESTE 27;Accidente de tránsito;No
5406656;15/11/2022;16 Puente Aranda;LA ALQUERIA;N/A;KR 53 43 SUR 0;Daño en redes de servicio públicos acueducto;Si
5406657;15/11/2022;15 Antonio Nariño;SANTANDER NORTE;N/A;KR 29A 18A SUR 6;Daño en redes de servicio públicos energía;Si
5406658;15/11/2022;10 Engativa;VILLALUZ;N/A;KR 77B 63F 10;Caida de árbol - Pérdida de verticalidad de árbol;No
5406659;15/11/2022;8 Kennedy;CARVAJAL II;N/A;KR 72I 37D SUR 36;Caida de árbol - Pérdida de verticalidad de árbol;No
5406660;15/11/2022;10 Engativa;QUIRIGUA CENTRAL;N/A;KR 94D 89 45;Escape de gas - Daño en redes domiciliarias de servicio públicos gas;Si
5406661;15/11/2022;11 Suba;COLINA CAMPESTRE;N/A;AV BOYACA 136;Caida de árbol;No
5406662;15/11/2022;19 Ciudad Bolivar;DIVINO NINO;N/A;CL 79 SUR 15 40;Escape de gas - Daño en redes domiciliarias de servicio públicos gas;Si
5406663;15/11/2022;11 Suba;PRADO SUR;N/A;CL 129A 54 23;Caida de árbol;No
5406664;15/11/2022;6 Tunjuelito;TUNAL;N/A;KR 24 49 SUR 86;Caida de árbol;No
5406665;15/11/2022;4 San Cristobal;VITELMA;N/A;KR 9A ESTE 9A SUR 57;Caida de árbol;No
5406666;15/11/2022;13 Teusaquillo;LA ESMERALDA;N/A;CL 44C BIS B 41 30;Caida de árbol;No
5406667;15/11/2022;11 Suba;COLINAS DEL PINAR DE SUBA;N/A;KR 91 161B 30;Riesgo de Fenómeno de remoción en masa;No
5406668;15/11/2022;3 Santa Fe;VEREDA FATIMA;N/A;AV CIRCUNVALAR;Caida de árbol;No
5406669;15/11/2022;19 Ciudad Bolivar;VEREDA MOCHUELO ALTO;N/A;VEREDA MOCHUELO ALTO;Riesgo de Fenómeno de remoción en masa;No
5406670;15/11/2022;4 San Cristobal;VITELMA CIUDADELA PARQUE DE LA ROCA;N/A;KR 3 ESTE 6 SUR 0;Daño o falla estructural;Si
5406671;15/11/2022;1 Usaquen;VILLAS DEL MEDITERRANEO;N/A;KR 14C 157 80;Caida de árbol - Pérdida de verticalidad de árbol;No
5406672;15/11/2022;2 Chapinero;CHICO ORIENTAL;N/A;DG 92 4A 23;Caida de árbol - Pérdida de verticalidad de árbol;No
5406673;15/11/2022;6 Tunjuelito;ESCUELA GENERAL SANTANDER;N/A;CL 45A SUR 50A 91;Caida de árbol - Pérdida de verticalidad de árbol;No
5406674;15/11/2022;1 Usaquen;SAN GABRIEL;N/A;KR 6 125 40;Caida de árbol - Pérdida de verticalidad de árbol;No
5406675;15/11/2022;17 La Candelaria;LA_CONCORDIA;N/A;CL 12B 1 23;Caida de árbol - Pérdida de verticalidad de árbol;No
5406676;15/11/2022;2 Chapinero;RINCON DE CHICO;N/A;CL 91 11A 11;Caida de árbol;No
5406677;15/11/2022;2 Chapinero;CHAPINERO CENTRAL;N/A;CL 101 6 ESTE 26;Granizada;No
5406678;15/11/2022;8 Kennedy;CIUDAD KENNEDY NORTE URB. FRANCISCO JOSE DE CALDAS;N/A;KR 79F BIS 34 SUR 3;Caida de árbol;No
5406679;15/11/2022;11 Suba;PUENTE LARGO SECTOR I Y II;N/A;KR 54 106A 14;Caida de árbol - Pérdida de verticalidad de árbol;No
5406680;15/11/2022;11 Suba;URB. SAN PEDRO;N/A;CL 187 55B 90;Caida de árbol - Pérdida de verticalidad de árbol;No
5406681;15/11/2022;2 Chapinero;GRANADA;N/A;KR 2B 69A 32;Fenómeno de Remoción en Masa;No
5406682;15/11/2022;8 Kennedy;CIUDAD KENNEDY SUPERMANZANA 8;N/A;KR 78K 38C SUR 2;Animales Peligrosos;No
5406683;15/11/2022;2 Chapinero;CHAPINERO;N/A;CL 93;Animales Peligrosos;No
5406684;15/11/2022;11 Suba;LA TOMA;N/A;KR 86 147 23;Riesgo de Fenómeno de remoción en masa;No
5406685;15/11/2022;1 Usaquen;SANTA MONICA;N/A;CL 167B BIS 16C 0;Caida de árbol - Pérdida de verticalidad de árbol;No
5406686;15/11/2022;16 Puente Aranda;CENTRO INDUSTRIAL;N/A;CL 17 65B 0;Caida de árbol - Caída de ramas;No
5406687;15/11/2022;3 Santa Fe;LOS LACHES;N/A;KR 7B ESTE 5A 80;Caida de árbol - Pérdida de verticalidad de árbol;No
5406688;15/11/2022;1 Usaquen;SANTA BIBIANA;N/A;AK 45 100 0;Caida de árbol - Pérdida de verticalidad de árbol;No
